gene,control_rep1,control_rep2,control_rep3,exp_rep1,exp_rep2,exp_rep3
ENSG00000237330.3,7.416743373687445,7.371007607761224,7.268547693960836,7.265746999246385,7.394546744098019,7.421731053648666
ENSG00000131591.18,10.002491172389872,10.16371418861929,10.135333441649186,10.016766208132184,10.034973380083413,10.449396791412285
ENSG00000285812.1,7.0739219319128965,6.878330142685005,6.927175720579558,7.006390659988881,7.2039879299353355,6.946805163594997
ENSG00000272141.1,6.901442003624081,6.809978056063979,6.8845840023532965,6.777580705821339,6.837064519627983,6.871971712852678
ENSG00000205231.1,7.0739219319128965,7.059866604465659,6.966249391503288,6.651677153434337,6.938293569671864,6.946805163594997
ENSG00000162571.14,7.109869289210142,7.059866604465659,7.113723407696929,7.006390659988881,6.960468646689542,6.898307126458333
ENSG00000186891.14,6.816252226937718,6.84561416082916,6.753311163877118,6.588049993831552,6.650035483297696,6.7029173506167385
ENSG00000186827.12,6.704742919328949,6.672262247450304,6.783627833967261,6.588049993831552,6.650035483297696,6.7029173506167385
ENSG00000078808.20,13.26530812743659,13.376795566649314,13.385706079223757,13.348593112935115,13.415492258567705,13.583334373118715
ENSG00000176022.7,11.444074463297374,11.58341991573847,11.510843728755718,11.4886449698748,11.445112650460997,11.748380398704583
ENSG00000184163.3,7.265071271688761,7.327429362295973,7.182489776300977,7.194999616972728,7.218304420210344,7.421731053648666
ENSG00000260179.1,6.95026108365616,6.725602578245833,6.837359589828757,6.894035497334008,6.739157395346442,6.990936234635133
ENSG00000160087.21,11.693588659236713,11.800511331924609,11.810055792739737,11.779286219886048,11.814310227259242,12.00237779115383
ENSG00000230415.1,6.874931516235437,6.809978056063979,6.861643400449103,6.700430140412586,6.807351487360714,6.7443404755805
ENSG00000162572.21,7.612851613836431,7.464631344853586,7.614444827412659,7.41290221506178,7.4701875470415064,7.60528751382435
ENSG00000131584.19,11.339736453490598,11.466056120825511,11.381149482131091,11.267732614834532,11.360837586969481,11.410318209305192
ENSG00000169972.13,9.973392549765757,10.210697907654781,10.190179308049526,9.957568143135411,10.037655764077988,10.396489571788177
ENSG00000127054.22,12.255269578826667,12.396317850359988,12.369008330884864,12.188359585207085,12.260612635716223,12.490893450519364
ENSG00000240731.1,7.4833603171403285,7.425752721156904,7.208151101274505,7.50848502774872,7.586632138111023,7.398789339879891
ENSG00000224051.7,10.243085127225273,10.560058611549216,10.451678638333403,10.359885388067985,10.237371538999467,10.68102029172392
ENSG00000169962.5,6.994682633761636,7.281318104007391,7.155833192310739,7.081813953570788,7.127564501390264,7.171291420089327
ENSG00000107404.21,11.669909061314414,11.870420979904596,11.757532177887766,11.610931835898826,11.729879592654864,11.917353976859513
ENSG00000162576.17,11.051527236807756,11.26743874270136,11.155485902015176,10.318031738696464,10.365409753018612,11.111534934899275
ENSG00000175756.14,11.967946959502102,12.155165851131864,12.127322387999435,11.931104302474164,11.90906496715995,12.404636472144242
ENSG00000221978.13,11.465518866175863,11.355285060624507,11.438421471024,11.489139569210252,11.726991994078563,11.421450667386333
ENSG00000224870.9,10.480181028297334,10.470181635029832,10.574535710349682,10.452351650882644,10.550934566502736,10.56605695580587
ENSG00000242485.6,12.032069047767854,12.111188680501403,12.177951441437138,12.144159289539015,12.091365862182647,12.326479861078989
ENSG00000272455.1,8.210095313387859,8.284539006213706,8.264518436376468,8.292301132635288,8.39624744954604,8.193983672443428
ENSG00000235098.9,9.408186089060143,9.409377119253898,9.52921932648007,9.210656050103987,9.20408858285988,9.602033548967055
ENSG00000225905.1,6.901442003624081,6.809978056063979,6.861643400449103,6.840114461883122,6.864682712119929,6.898307126458333
ENSG00000205116.4,8.22623226975569,8.113384348775918,8.264518436376468,8.184758423973257,7.988956890163248,8.138599547840172
ENSG00000225285.1,7.514885918879431,7.425752721156904,7.435251889275599,7.424053239420727,7.558860078396779,7.557851165510782
ENSG00000179403.12,11.980711175619888,12.148429125315246,12.108285157977829,12.256435050008264,12.19527831778401,12.47725163875088
ENSG00000215915.10,7.675951985831618,7.560748948277139,7.772209653782538,7.845631746815481,8.049607359352871,7.6852483145436254
ENSG00000160072.20,10.742242242541979,10.913283506890314,10.887063260561728,10.764711787914294,10.768401551306571,10.97490645702238
ENSG00000290916.1,6.434192104978952,6.602628504751505,6.636267202790767,6.434192104978952,6.650035483297696,6.653710850362262
ENSG00000197785.14,11.653144250343772,11.798599846976876,11.819588307883684,11.611386181393705,11.499803298847887,12.009768463092598
ENSG00000205090.10,7.916692773874985,7.976234129245045,7.999312428204737,7.6398318030009404,7.7617553824921774,8.161060235220383
ENSG00000160075.12,12.865455495542761,12.950679847213669,12.983275343306454,12.975206326777785,12.884971540184992,13.114528555723448
ENSG00000215014.5,7.36927431203318,7.412395204440626,7.54185601224576,7.528409009399148,7.272900484521617,7.518103610085366
ENSG00000228594.4,9.46621231508315,9.603894784856854,9.651568847709168,9.265871964870158,9.208927718331493,9.68619103694196
ENSG00000286989.1,6.901442003624081,6.84561416082916,6.783627833967261,6.894035497334008,6.864682712119929,6.871971712852678
ENSG00000272106.1,8.143307203746986,8.272652512678253,8.2114461700291,8.257491466429196,8.245271184167587,8.44312708780676
ENSG00000197530.13,10.50267739592505,10.610087421510157,10.596939531978485,10.570466103942646,10.573213617167326,10.898736683994628
ENSG00000189409.14,6.746445417023105,6.725602578245833,6.636267202790767,6.588049993831552,6.434192104978952,6.780782573631746
ENSG00000248333.9,11.423909891331942,11.467862061563672,11.509581902413485,11.37762094403926,11.371975983264472,11.489017857972565
ENSG00000272004.1,6.704742919328949,6.725602578245833,6.577139129563083,6.700430140412586,6.434192104978952,6.7443404755805
ENSG00000189339.12,12.807496050117098,12.874503291154538,12.875000345417353,12.858033471867097,12.961158598666081,12.839223098739366
ENSG00000293187.1,7.718707156241811,7.62686962371496,7.574803090173859,7.763469236684696,7.806751553797807,7.548072209704933
ENSG00000269737.3,7.292454067564854,7.179572411797192,7.208151101274505,7.132747618371328,7.4385757501768,7.08778023180913
ENSG00000008128.23,8.231564153530112,8.211431851796062,8.368265150478825,8.190100387667673,8.482169901087936,8.193983672443428
ENSG00000268575.1,8.273404153234166,8.013928159283836,8.224931761943541,8.163150939687867,8.112867387274127,8.166610308959658
ENSG00000293188.1,8.446015266605796,8.223923532821177,8.437985263310427,8.453134919182633,8.482169901087936,8.267504089346112
ENSG00000290854.1,8.13180579826779,8.186056510383857,8.327797181915857,8.135583352907277,8.15684048934694,8.144254343672543
ENSG00000008130.15,12.206432930968958,12.266850171086851,12.257487204119748,12.142589034425393,12.29915981222023,12.298308021376105
ENSG00000078369.19,15.356180715391712,15.319808882979626,15.340818770216146,15.299770539616105,15.289149070889323,15.39861192463891
ENSG00000231050.3,6.874931516235437,6.878330142685005,7.0025319373989845,6.96443459061791,6.890586727131908,6.990936234635133
ENSG00000169885.10,6.5905471491588665,6.672262247450304,6.783627833967261,6.840114461883122,6.938293569671864,6.780782573631746
ENSG00000178821.13,8.372209385161717,8.413660289607513,8.452972131640411,8.292301132635288,8.284769126041505,8.655117837669646
ENSG00000142609.20,7.250997151583892,7.265311810950429,7.324446178796551,7.179964753085337,7.076996011066338,7.3259023249775375
ENSG00000187730.9,6.65520358258135,6.602628504751505,6.434192104978952,6.434192104978952,6.69842233103255,6.653710850362262
ENSG00000226969.1,6.5905471491588665,6.672262247450304,6.636267202790767,6.588049993831552,6.5868875240769995,6.653710850362262
ENSG00000067606.17,11.64445887739837,11.753920960781587,11.737915175903076,11.733694983378255,11.599718523579456,11.762201738674156
ENSG00000271806.1,6.434192104978952,6.84561416082916,6.577139129563083,6.434192104978952,6.69842233103255,6.7443404755805
ENSG00000182873.5,8.441525976316955,8.392136374270974,8.504085650102102,8.363761414474153,8.52707952162409,8.537079128808337
ENSG00000162585.17,11.265923297647909,11.502339003309963,11.433550037209773,11.214867944627628,11.18792277578715,11.701762344419164
ENSG00000157933.11,12.41370290272942,12.422920829684832,12.45821090604876,12.347298381418186,12.356049042000178,12.568950035205397
ENSG00000287356.1,7.584510060836516,7.688802565187127,7.842925428933565,7.567016794574547,7.82133695459952,7.790636569361815
ENSG00000116151.14,9.06660108808436,8.938039740411423,8.98703090453672,9.160781803186605,8.997903092770386,8.87640069205618
ENSG00000292993.1,8.23687287637353,8.248529945696443,8.344141599514344,8.02455250210936,8.225035244579724,8.226035779851555
ENSG00000272420.1,6.746445417023105,6.878330142685005,6.719736807173586,6.651677153434337,6.739157395346442,6.898307126458333
ENSG00000157916.20,12.436908424528017,12.455726252759765,12.426043874274074,12.54018371167764,12.541617407176208,12.54275109457836
ENSG00000157911.11,10.414811928737825,10.603516924854542,10.48982568953765,10.491495415155926,10.351497660797962,10.681903832454685
ENSG00000149527.18,7.127096376391571,7.1023334286225905,7.195438427739118,6.985830889604951,7.021785219620666,6.990936234635133
ENSG00000157881.16,10.714504571626692,10.804920189221757,10.878606372262364,10.703694135478635,10.660755333777857,10.82311278276837
ENSG00000272449.3,7.160235208841953,7.1023334286225905,7.291395564552137,7.116222719867237,7.159182883673887,7.30006019614522
ENSG00000157873.18,7.292454067564854,7.23223014154572,7.366477128967742,7.330380288046703,7.298774050990835,7.36315703091293
ENSG00000225931.3,6.746445417023105,6.878330142685005,6.811473126146903,6.840114461883122,6.915053864197629,6.7029173506167385
ENSG00000228037.1,6.5905471491588665,6.725602578245833,6.783627833967261,6.810179103901411,6.864682712119929,6.7029173506167385
ENSG00000289610.2,6.434192104978952,6.434192104978952,6.577139129563083,6.651677153434337,6.69842233103255,6.653710850362262
ENSG00000157870.17,11.588359905214665,11.677966527444246,11.611507801879156,11.597693088828269,11.607814946085261,11.88747828451947
ENSG00000177133.14,9.691358150087675,9.85858156067483,9.851110138510817,9.523022568760654,9.629002078818335,9.934743124252622
ENSG00000142611.17,11.83929114948469,11.933616487415355,11.877779066988671,11.648163155036844,11.673143373320997,11.699151883454983
ENSG00000226286.1,6.434192104978952,6.84561416082916,6.636267202790767,6.7414725739592996,6.837064519627983,6.7443404755805
ENSG00000279839.1,6.704742919328949,6.434192104978952,6.577139129563083,6.588049993831552,6.650035483297696,6.653710850362262
ENSG00000272235.1,6.874931516235437,7.03743889148069,7.036528748049468,6.840114461883122,6.9817086314016095,7.050976072728073
ENSG00000287828.1,7.222014516520319,7.059866604465659,7.068608138332263,7.026201220056,7.021785219620666,7.231354039175439
ENSG00000286518.1,6.816252226937718,6.770494319295615,6.837359589828757,6.810179103901411,6.434192104978952,6.843892278874203
ENSG00000130762.15,11.199405257389488,11.26813004633731,11.262781138263756,11.31426387633594,11.326895774097123,11.357197322241067
ENSG00000272088.1,6.783132581411418,6.809978056063979,6.681581697197659,6.777580705821339,6.807351487360714,6.923180591684681
ENSG00000162591.17,12.224327944724946,12.428183032709264,12.3364245165284,12.34019251763349,12.29331758569998,12.67985655496656
ENSG00000238260.3,6.874931516235437,6.672262247450304,6.811473126146903,7.006390659988881,6.915053864197629,6.923180591684681
ENSG00000158109.15,12.668169149674302,12.754214941555277,12.714268192081766,12.648797614716496,12.663939823009725,12.787555372369258
ENSG00000116213.16,10.543682481128853,10.524549547444462,10.519460684569568,10.625611903772436,10.791528583110313,10.807821853273985
ENSG00000078900.16,7.9441986588190785,7.8634567779654825,7.885629298474618,7.859918637166996,7.988956890163248,7.934813739490606
ENSG00000227589.1,6.704742919328949,6.809978056063979,6.636267202790767,6.434192104978952,6.5868875240769995,6.589490092927833
ENSG00000293478.1,10.843332775109788,10.703148748811834,10.745387192843701,10.687377974387063,10.80491461437964,10.820709223330647
ENSG00000162592.10,6.926480352310799,6.908730701731884,6.9847040150515,6.918684190663561,6.890586727131908,6.923180591684681
ENSG00000235169.11,7.964395561081991,8.06471286253546,8.179384989525142,8.036748532114412,7.835727053863338,8.267504089346112
ENSG00000130764.10,12.335242288243963,12.353030604407058,12.380551362097956,12.283189118309258,12.375402098852112,12.514831419330323
ENSG00000266075.2,6.5905471491588665,6.602628504751505,6.753311163877118,6.777580705821339,6.774995864682022,6.7443404755805
ENSG00000272153.1,7.092157932559012,7.197566518920574,7.155833192310739,7.164592797536162,7.232339854845183,7.186798247487758
ENSG00000116198.14,11.544312248162136,11.62608867547163,11.564487378662692,11.609567938949366,11.606917587587782,11.50056040710989
ENSG00000169598.17,10.058961462014015,10.16818522632674,10.070282620123516,10.167286274554865,10.207950835291001,10.161528350960436
ENSG00000198912.12,10.831280584718197,10.75542993648334,10.893534852772682,10.860466155357761,11.00232156822102,10.980656996641835
ENSG00000236423.8,7.2366499127093205,7.161093052856701,7.052789011715903,7.390151103256038,7.416844868455572,7.313087712676708
ENSG00000196581.11,7.42820605990251,7.371007607761224,7.324446178796551,7.209717105700424,7.416844868455572,7.444074899123876
ENSG00000131697.18,9.986560670631098,9.832444508763917,9.886808292956179,9.765193476718435,9.890992998439257,9.884698846797557
ENSG00000069424.16,8.697691800388517,8.853028148576694,8.85928835985457,8.340392714122267,8.473833275565749,8.853906238946816
ENSG00000116254.18,7.015563771998122,7.03743889148069,6.966249391503288,6.96443459061791,6.9817086314016095,6.923180591684681
ENSG00000116251.11,14.108151354935837,14.202398114667542,14.17639436217318,14.32168473910532,14.118321712226741,14.099425062156365
ENSG00000226944.1,7.143874598635438,7.179572411797192,7.155833192310739,6.985830889604951,7.111157758482399,7.375205341883784
ENSG00000158286.13,8.75549725349576,8.521057982567443,8.68115353535711,8.7211339722903,8.946234408667008,8.549376133246884
ENSG00000116237.16,13.816921290123668,13.854494405149056,13.79293096968183,13.911075334978795,13.829660970737343,13.84661785482365
ENSG00000225077.3,7.381396586818994,7.489629733007834,7.444639571438345,7.179964753085337,7.285946674408005,7.387080619474007
ENSG00000158292.7,9.916408007837186,9.832444508763917,9.939355360873087,9.619464852723285,9.648533744647708,10.151326911333507
ENSG00000097021.21,12.750945403697802,12.829831712582061,12.857266496751873,12.757411788209586,12.656807904240539,13.247845538492408
ENSG00000271746.1,6.746445417023105,6.672262247450304,6.577139129563083,6.434192104978952,6.837064519627983,6.653710850362262
ENSG00000069812.11,9.260156338452779,9.171266216486256,9.217741516248585,9.458942483275614,9.589106855202688,9.406107385115167
ENSG00000187017.18,9.928596196650563,9.916574248076525,9.881576036929113,10.331381506932628,10.203186739091668,10.191702111026496
ENSG00000215788.11,8.617769581662973,8.408313511769473,8.573758798289445,8.512165715784175,8.696175806928784,8.5329540388955
ENSG00000171680.23,10.928754899507043,10.994115043413956,10.966549641942711,10.845072888415542,10.90919394188444,11.032094515107254
ENSG00000162408.11,11.074190708892923,11.057100592038568,10.884466439238134,10.824026780410936,10.973339373393335,10.72111036936501
ENSG00000173662.21,6.65520358258135,6.602628504751505,6.783627833967261,6.651677153434337,6.650035483297696,6.653710850362262
ENSG00000204859.13,9.927078381814466,9.925425314786509,10.049475162357487,9.85925234553308,9.809986317874111,10.096537936890702
ENSG00000162413.17,11.705943265734843,11.770594537111975,11.734679539127434,11.682295795534802,11.618539870155566,11.938531618844397
ENSG00000116273.6,11.76195569799531,11.733054189700736,11.767769144369568,11.647720263868313,11.713717342268405,11.843638614912866
ENSG00000041988.16,10.085019848640185,10.124366535825121,10.259169864441468,10.171007799248494,10.354720175882333,10.368184812672647
ENSG00000007923.17,12.289962560391311,12.329401486753316,12.355033600509534,12.321440674050837,12.279592954116694,12.269574751286955
ENSG00000237436.1,6.874931516235437,7.142090230264446,7.019790501198251,6.840114461883122,6.938293569671864,6.946805163594997
ENSG00000171735.21,11.848871604577692,11.803373813524301,11.895914587368553,11.943423310342569,11.949257912975247,12.00343592434388
ENSG00000270171.1,6.746445417023105,6.84561416082916,6.783627833967261,6.651677153434337,6.650035483297696,6.589490092927833
ENSG00000270035.1,6.901442003624081,6.809978056063979,6.753311163877118,6.840114461883122,6.807351487360714,6.7443404755805
ENSG00000269978.1,6.846664879078705,6.96415262201253,6.861643400449103,6.942095869343071,6.890586727131908,6.871971712852678
ENSG00000049245.13,13.389426989774634,13.4777027561855,13.439110200304139,13.59805326358467,13.42111483442795,13.457644495286344
ENSG00000269925.1,7.222014516520319,7.215109108610899,7.291395564552137,7.292253036848237,7.336036741746336,7.231354039175439
ENSG00000049246.15,8.536830703322522,8.424286719604282,8.539390827331621,8.200714116916592,8.387326672562613,8.292729630040968
ENSG00000236266.1,6.704742919328949,6.434192104978952,6.681581697197659,6.7414725739592996,6.650035483297696,6.434192104978952
ENSG00000049249.10,11.496844359874826,11.461229176708164,11.408942535925696,11.63392266232548,11.461093549272404,11.258945050662708
ENSG00000116288.13,13.987905807941859,14.05405147466475,14.043468788258469,14.03985455935052,14.024233861423658,14.183097572015809
ENSG00000200344.1,6.746445417023105,6.602628504751505,6.681581697197659,6.840114461883122,6.69842233103255,6.653710850362262
ENSG00000284747.1,7.055114904285499,6.878330142685005,7.052789011715903,6.96443459061791,7.143563847019512,6.946805163594997
ENSG00000284716.1,6.704742919328949,6.434192104978952,6.636267202790767,6.434192104978952,6.69842233103255,6.434192104978952
ENSG00000116285.13,13.682362761380087,13.545485194493924,13.59504772760251,14.062361453224373,14.065613890714486,13.54909566341001
ENSG00000238290.1,6.846664879078705,6.434192104978952,6.719736807173586,6.777580705821339,6.5868875240769995,6.7443404755805
ENSG00000162426.16,7.783625879045016,7.765901533581576,7.7655412158202886,7.390151103256038,7.4701875470415064,7.886479778858748
ENSG00000142599.20,12.974640590185247,12.961180068930803,13.013982019936776,12.890384121573431,12.880154726413831,13.005247821222943
ENSG00000234619.1,6.65520358258135,6.434192104978952,6.434192104978952,6.700430140412586,6.434192104978952,6.653710850362262
ENSG00000074800.16,17.508163040624076,17.634329617098725,17.610094645442835,17.438364103683902,17.38940186992175,17.810474093142307
ENSG00000230679.1,6.783132581411418,6.725602578245833,6.681581697197659,6.700430140412586,6.69842233103255,6.843892278874203
ENSG00000238249.2,6.704742919328949,6.770494319295615,6.753311163877118,6.777580705821339,6.774995864682022,6.990936234635133
ENSG00000197241.4,6.783132581411418,6.725602578245833,6.681581697197659,6.700430140412586,6.807351487360714,6.780782573631746
ENSG00000142583.18,7.092157932559012,6.98971149134393,6.9847040150515,6.840114461883122,6.9817086314016095,6.946805163594997
ENSG00000180758.12,9.30340623410023,9.314617447889445,9.198682958028781,9.323496386626093,9.208927718331493,9.178115342378732
ENSG00000228526.8,8.617769581662973,8.330976994956014,8.546337635862471,8.898509438216061,8.97518127218393,8.597432102814329
ENSG00000234546.5,8.048008214534981,8.028666344665842,7.891596408211815,8.382148354162702,8.172922728616275,8.277656206676886
ENSG00000049239.13,12.545928353015855,12.478880491729255,12.51398568095297,12.605918444201016,12.646370835920203,12.421092133114183
ENSG00000171621.14,10.24065012047681,10.150216364157082,10.02717671237247,10.054905809288265,10.091559457552886,10.2273308225537
ENSG00000284652.1,6.746445417023105,6.602628504751505,6.811473126146903,6.700430140412586,6.739157395346442,6.780782573631746
ENSG00000284693.2,6.874931516235437,7.03743889148069,7.195438427739118,6.942095869343071,6.938293569671864,7.105377853804279
ENSG00000171612.7,11.299521023953185,11.298899954978175,11.356089931201636,11.415067620542697,11.352292966177245,11.36435775315819
ENSG00000231181.1,7.3057869997177916,7.142090230264446,7.0840184351135385,7.317875978385186,7.4385757501768,7.2456113802838145
ENSG00000188807.13,11.195026523004039,11.308340184939306,11.27669909145129,11.139957598979167,11.0084567411064,11.590184229813326
ENSG00000171608.18,10.434099496421211,10.431105067558912,10.412487308208721,10.300035872520814,10.231535699609195,10.55258769997729
ENSG00000231789.4,8.171586563560911,8.254605097383626,8.247081965858879,7.915275699617968,7.746318559794514,8.374859910345862
ENSG00000171603.18,14.222751006666776,14.276502982308534,14.266726066610499,14.317308394005531,14.286519150941414,14.368961970212784
ENSG00000178585.15,13.155933248568074,13.261896041141915,13.24227821323803,13.748044570051437,13.654034764480087,13.514890119278608
ENSG00000285701.1,6.65520358258135,6.672262247450304,6.636267202790767,6.777580705821339,6.69842233103255,6.434192104978952
ENSG00000162441.12,12.44981566000438,12.449955220565625,12.429381976203683,12.74753095442451,12.590981984244571,12.401964657266857
ENSG00000228150.1,7.1762059610170645,6.84561416082916,7.099048417953311,6.96443459061791,7.159182883673887,7.186798247487758
ENSG00000173614.14,10.543682481128853,10.590284905208554,10.583379013888349,10.68478469283089,10.65815327798566,10.569882179854485
ENSG00000202415.1,6.65520358258135,6.672262247450304,6.636267202790767,6.651677153434337,6.5868875240769995,6.653710850362262
ENSG00000162444.12,7.36927431203318,7.342218241675176,7.366477128967742,7.2241350668010504,7.348079063636325,7.30006019614522
ENSG00000130939.20,13.433316641477619,13.438366880557806,13.389709307812613,13.456011276104658,13.411132480764616,13.290498864538442
ENSG00000054523.20,13.635298676040186,13.602443725088339,13.589389947116729,13.59461293734383,13.538043094417104,13.341578204834809
ENSG00000284735.1,7.191811636612241,7.161093052856701,7.128066010932141,7.081813953570788,6.960468646689542,7.171291420089327
ENSG00000284642.1,7.3057869997177916,7.23223014154572,7.386707729738432,7.132747618371328,7.336036741746336,7.259597550891726
ENSG00000142657.21,15.037620768380002,15.091592625482237,15.088643186647817,15.001747296952173,14.876565754490692,15.177843590997728
ENSG00000251503.8,6.95026108365616,7.215109108610899,7.182489776300977,7.148861877717855,7.143563847019512,7.155422104815826
ENSG00000175279.22,8.199217180073207,8.319529039129758,8.251464340127441,8.470279922201158,7.995167754431484,8.199384757034203
ENSG00000241563.4,6.704742919328949,6.725602578245833,6.837359589828757,6.700430140412586,6.864682712119929,6.946805163594997
ENSG00000160049.12,13.21343425036162,13.170117535335796,13.175872859504903,13.100489148133278,13.137316625123177,13.038996028908276
ENSG00000142655.13,11.08842914405557,11.061096714998,11.084898537178846,11.054256443339973,11.050685162134346,11.325374199922578
ENSG00000287727.1,6.901442003624081,6.770494319295615,6.636267202790767,6.7414725739592996,6.739157395346442,6.7029173506167385
ENSG00000130940.15,10.758461385793826,10.768208016017438,10.753952053110764,10.779366875621491,10.74571282891626,10.554519646649746
ENSG00000272078.1,7.222014516520319,7.385032251903047,7.47221373973261,7.477755980446679,7.2039879299353355,7.455035126663011
ENSG00000175262.15,7.866857077367735,7.896861374175083,8.020744160492795,7.41290221506178,7.405769166899821,7.710541913571023
ENSG00000120948.19,14.444470401141889,14.439692645003781,14.44591698909165,14.453882073465946,14.403709685345193,14.386228778925064
ENSG00000009724.18,7.767770379321565,7.8289988690915555,7.960813481587973,7.8527986319238074,7.938009984065817,7.735224843682367
ENSG00000116649.10,13.003866023855569,13.111109590584627,13.157340853852627,12.944722991558992,12.81777175383529,13.467003840484038
ENSG00000171824.14,12.642472369299087,12.655799528770817,12.690539756089155,12.609787025135551,12.688733365227304,12.654715826441683
ENSG00000230337.3,6.926480352310799,6.937236127199039,6.837359589828757,6.840114461883122,6.938293569671864,6.871971712852678
